filename,actor_id,sentence_code,emotion_code,emotion,intensity_code,intensity,filepath
1001_ITH_DIS_XX.wav,1001,ITH,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITH_DIS_XX.wav
1001_ITH_FEA_XX.wav,1001,ITH,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITH_FEA_XX.wav
1001_ITH_HAP_XX.wav,1001,ITH,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITH_HAP_XX.wav
1001_ITH_NEU_XX.wav,1001,ITH,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITH_NEU_XX.wav
1001_ITH_SAD_XX.wav,1001,ITH,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITH_SAD_XX.wav
1001_ITS_ANG_XX.wav,1001,ITS,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITS_ANG_XX.wav
1001_ITS_DIS_XX.wav,1001,ITS,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITS_DIS_XX.wav
1001_ITS_FEA_XX.wav,1001,ITS,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITS_FEA_XX.wav
1001_ITS_HAP_XX.wav,1001,ITS,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITS_HAP_XX.wav
1001_ITS_NEU_XX.wav,1001,ITS,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITS_NEU_XX.wav
1001_ITS_SAD_XX.wav,1001,ITS,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_ITS_SAD_XX.wav
1001_IWL_ANG_XX.wav,1001,IWL,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWL_ANG_XX.wav
1001_IWL_DIS_XX.wav,1001,IWL,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWL_DIS_XX.wav
1001_IWL_FEA_XX.wav,1001,IWL,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWL_FEA_XX.wav
1001_IWL_HAP_XX.wav,1001,IWL,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWL_HAP_XX.wav
1001_IWL_NEU_XX.wav,1001,IWL,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWL_NEU_XX.wav
1001_IWL_SAD_XX.wav,1001,IWL,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWL_SAD_XX.wav
1001_IWW_ANG_XX.wav,1001,IWW,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWW_ANG_XX.wav
1001_IWW_DIS_XX.wav,1001,IWW,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWW_DIS_XX.wav
1001_IWW_FEA_XX.wav,1001,IWW,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWW_FEA_XX.wav
1001_IWW_HAP_XX.wav,1001,IWW,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWW_HAP_XX.wav
1001_IWW_NEU_XX.wav,1001,IWW,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWW_NEU_XX.wav
1001_IWW_SAD_XX.wav,1001,IWW,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_IWW_SAD_XX.wav
1001_MTI_ANG_XX.wav,1001,MTI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_MTI_ANG_XX.wav
1001_MTI_DIS_XX.wav,1001,MTI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_MTI_DIS_XX.wav
1001_MTI_FEA_XX.wav,1001,MTI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_MTI_FEA_XX.wav
1001_MTI_HAP_XX.wav,1001,MTI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_MTI_HAP_XX.wav
1001_MTI_NEU_XX.wav,1001,MTI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_MTI_NEU_XX.wav
1001_MTI_SAD_XX.wav,1001,MTI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_MTI_SAD_XX.wav
1001_TAI_ANG_XX.wav,1001,TAI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_TAI_ANG_XX.wav
1001_TAI_DIS_XX.wav,1001,TAI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_TAI_DIS_XX.wav
1001_TAI_FEA_XX.wav,1001,TAI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_TAI_FEA_XX.wav
1001_TAI_HAP_XX.wav,1001,TAI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_TAI_HAP_XX.wav
1001_TAI_NEU_XX.wav,1001,TAI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_TAI_NEU_XX.wav
1001_TAI_SAD_XX.wav,1001,TAI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_TAI_SAD_XX.wav
1001_TIE_ANG_XX.wav,1001,TIE,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_TIE_ANG_XX.wav
1001_TIE_DIS_XX.wav,1001,TIE,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_TIE_DIS_XX.wav
1001_TIE_FEA_XX.wav,1001,TIE,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_TIE_FEA_XX.wav
1001_TIE_HAP_XX.wav,1001,TIE,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_TIE_HAP_XX.wav
1001_TIE_NEU_XX.wav,1001,TIE,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_TIE_NEU_XX.wav
1001_TIE_SAD_XX.wav,1001,TIE,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_TIE_SAD_XX.wav
1001_TSI_ANG_XX.wav,1001,TSI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_TSI_ANG_XX.wav
1001_TSI_DIS_XX.wav,1001,TSI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_TSI_DIS_XX.wav
1001_TSI_FEA_XX.wav,1001,TSI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_TSI_FEA_XX.wav
1001_TSI_HAP_XX.wav,1001,TSI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_TSI_HAP_XX.wav
1001_TSI_NEU_XX.wav,1001,TSI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_TSI_NEU_XX.wav
1001_TSI_SAD_XX.wav,1001,TSI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_TSI_SAD_XX.wav
1001_WSI_ANG_XX.wav,1001,WSI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1001_WSI_ANG_XX.wav
1001_WSI_DIS_XX.wav,1001,WSI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1001_WSI_DIS_XX.wav
1001_WSI_FEA_XX.wav,1001,WSI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1001_WSI_FEA_XX.wav
1001_WSI_HAP_XX.wav,1001,WSI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1001_WSI_HAP_XX.wav
1001_WSI_NEU_XX.wav,1001,WSI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1001_WSI_NEU_XX.wav
1001_WSI_SAD_XX.wav,1001,WSI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1001_WSI_SAD_XX.wav
1002_DFA_ANG_XX.wav,1002,DFA,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_DFA_ANG_XX.wav
1002_DFA_DIS_XX.wav,1002,DFA,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_DFA_DIS_XX.wav
1002_DFA_FEA_XX.wav,1002,DFA,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_DFA_FEA_XX.wav
1002_DFA_HAP_XX.wav,1002,DFA,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_DFA_HAP_XX.wav
1002_DFA_NEU_XX.wav,1002,DFA,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_DFA_NEU_XX.wav
1002_DFA_SAD_XX.wav,1002,DFA,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_DFA_SAD_XX.wav
1002_IEO_ANG_HI.wav,1002,IEO,ANG,Anger,HI,High,datasets/cremad/AudioWAV/1002_IEO_ANG_HI.wav
1002_IEO_ANG_LO.wav,1002,IEO,ANG,Anger,LO,Low,datasets/cremad/AudioWAV/1002_IEO_ANG_LO.wav
1002_IEO_ANG_MD.wav,1002,IEO,ANG,Anger,MD,Medium,datasets/cremad/AudioWAV/1002_IEO_ANG_MD.wav
1002_IEO_DIS_HI.wav,1002,IEO,DIS,Disgust,HI,High,datasets/cremad/AudioWAV/1002_IEO_DIS_HI.wav
1002_IEO_DIS_LO.wav,1002,IEO,DIS,Disgust,LO,Low,datasets/cremad/AudioWAV/1002_IEO_DIS_LO.wav
1002_IEO_DIS_MD.wav,1002,IEO,DIS,Disgust,MD,Medium,datasets/cremad/AudioWAV/1002_IEO_DIS_MD.wav
1002_IEO_FEA_HI.wav,1002,IEO,FEA,Fear,HI,High,datasets/cremad/AudioWAV/1002_IEO_FEA_HI.wav
1002_IEO_FEA_LO.wav,1002,IEO,FEA,Fear,LO,Low,datasets/cremad/AudioWAV/1002_IEO_FEA_LO.wav
1002_IEO_FEA_MD.wav,1002,IEO,FEA,Fear,MD,Medium,datasets/cremad/AudioWAV/1002_IEO_FEA_MD.wav
1002_IEO_HAP_HI.wav,1002,IEO,HAP,Happy,HI,High,datasets/cremad/AudioWAV/1002_IEO_HAP_HI.wav
1002_IEO_HAP_LO.wav,1002,IEO,HAP,Happy,LO,Low,datasets/cremad/AudioWAV/1002_IEO_HAP_LO.wav
1002_IEO_HAP_MD.wav,1002,IEO,HAP,Happy,MD,Medium,datasets/cremad/AudioWAV/1002_IEO_HAP_MD.wav
1002_IEO_NEU_XX.wav,1002,IEO,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_IEO_NEU_XX.wav
1002_IEO_SAD_HI.wav,1002,IEO,SAD,Sad,HI,High,datasets/cremad/AudioWAV/1002_IEO_SAD_HI.wav
1002_IEO_SAD_LO.wav,1002,IEO,SAD,Sad,LO,Low,datasets/cremad/AudioWAV/1002_IEO_SAD_LO.wav
1002_IEO_SAD_MD.wav,1002,IEO,SAD,Sad,MD,Medium,datasets/cremad/AudioWAV/1002_IEO_SAD_MD.wav
1002_IOM_ANG_XX.wav,1002,IOM,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_IOM_ANG_XX.wav
1002_IOM_DIS_XX.wav,1002,IOM,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_IOM_DIS_XX.wav
1002_IOM_FEA_XX.wav,1002,IOM,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_IOM_FEA_XX.wav
1002_IOM_HAP_XX.wav,1002,IOM,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_IOM_HAP_XX.wav
1002_IOM_NEU_XX.wav,1002,IOM,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_IOM_NEU_XX.wav
1002_IOM_SAD_XX.wav,1002,IOM,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_IOM_SAD_XX.wav
1002_ITH_ANG_XX.wav,1002,ITH,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITH_ANG_XX.wav
1002_ITH_DIS_XX.wav,1002,ITH,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITH_DIS_XX.wav
1002_ITH_FEA_XX.wav,1002,ITH,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITH_FEA_XX.wav
1002_ITH_HAP_XX.wav,1002,ITH,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITH_HAP_XX.wav
1002_ITH_NEU_XX.wav,1002,ITH,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITH_NEU_XX.wav
1002_ITH_SAD_XX.wav,1002,ITH,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITH_SAD_XX.wav
1002_ITS_ANG_XX.wav,1002,ITS,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITS_ANG_XX.wav
1002_ITS_DIS_XX.wav,1002,ITS,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITS_DIS_XX.wav
1002_ITS_FEA_XX.wav,1002,ITS,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITS_FEA_XX.wav
1002_ITS_HAP_XX.wav,1002,ITS,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITS_HAP_XX.wav
1002_ITS_NEU_XX.wav,1002,ITS,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITS_NEU_XX.wav
1002_ITS_SAD_XX.wav,1002,ITS,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_ITS_SAD_XX.wav
1002_IWL_ANG_XX.wav,1002,IWL,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWL_ANG_XX.wav
1002_IWL_DIS_XX.wav,1002,IWL,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWL_DIS_XX.wav
1002_IWL_FEA_XX.wav,1002,IWL,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWL_FEA_XX.wav
1002_IWL_HAP_XX.wav,1002,IWL,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWL_HAP_XX.wav
1002_IWL_NEU_XX.wav,1002,IWL,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWL_NEU_XX.wav
1002_IWL_SAD_XX.wav,1002,IWL,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWL_SAD_XX.wav
1002_IWW_ANG_XX.wav,1002,IWW,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWW_ANG_XX.wav
1002_IWW_DIS_XX.wav,1002,IWW,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWW_DIS_XX.wav
1002_IWW_FEA_XX.wav,1002,IWW,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWW_FEA_XX.wav
1002_IWW_HAP_XX.wav,1002,IWW,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWW_HAP_XX.wav
1002_IWW_NEU_XX.wav,1002,IWW,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWW_NEU_XX.wav
1002_IWW_SAD_XX.wav,1002,IWW,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_IWW_SAD_XX.wav
1002_MTI_ANG_XX.wav,1002,MTI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_MTI_ANG_XX.wav
1002_MTI_DIS_XX.wav,1002,MTI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_MTI_DIS_XX.wav
1002_MTI_FEA_XX.wav,1002,MTI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_MTI_FEA_XX.wav
1002_MTI_HAP_XX.wav,1002,MTI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_MTI_HAP_XX.wav
1002_MTI_NEU_XX.wav,1002,MTI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_MTI_NEU_XX.wav
1002_MTI_SAD_XX.wav,1002,MTI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_MTI_SAD_XX.wav
1002_TAI_ANG_XX.wav,1002,TAI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_TAI_ANG_XX.wav
1002_TAI_DIS_XX.wav,1002,TAI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_TAI_DIS_XX.wav
1002_TAI_FEA_XX.wav,1002,TAI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_TAI_FEA_XX.wav
1002_TAI_HAP_XX.wav,1002,TAI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_TAI_HAP_XX.wav
1002_TAI_NEU_XX.wav,1002,TAI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_TAI_NEU_XX.wav
1002_TAI_SAD_XX.wav,1002,TAI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_TAI_SAD_XX.wav
1002_TIE_ANG_XX.wav,1002,TIE,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_TIE_ANG_XX.wav
1002_TIE_DIS_XX.wav,1002,TIE,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_TIE_DIS_XX.wav
1002_TIE_FEA_XX.wav,1002,TIE,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_TIE_FEA_XX.wav
1002_TIE_HAP_XX.wav,1002,TIE,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_TIE_HAP_XX.wav
1002_TIE_SAD_XX.wav,1002,TIE,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_TIE_SAD_XX.wav
1002_TSI_ANG_XX.wav,1002,TSI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_TSI_ANG_XX.wav
1002_TSI_DIS_XX.wav,1002,TSI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_TSI_DIS_XX.wav
1002_TSI_FEA_XX.wav,1002,TSI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_TSI_FEA_XX.wav
1002_TSI_HAP_XX.wav,1002,TSI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_TSI_HAP_XX.wav
1002_TSI_NEU_XX.wav,1002,TSI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_TSI_NEU_XX.wav
1002_TSI_SAD_XX.wav,1002,TSI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_TSI_SAD_XX.wav
1002_WSI_ANG_XX.wav,1002,WSI,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1002_WSI_ANG_XX.wav
1002_WSI_DIS_XX.wav,1002,WSI,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1002_WSI_DIS_XX.wav
1002_WSI_FEA_XX.wav,1002,WSI,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1002_WSI_FEA_XX.wav
1002_WSI_HAP_XX.wav,1002,WSI,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1002_WSI_HAP_XX.wav
1002_WSI_NEU_XX.wav,1002,WSI,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1002_WSI_NEU_XX.wav
1002_WSI_SAD_XX.wav,1002,WSI,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1002_WSI_SAD_XX.wav
1003_DFA_ANG_XX.wav,1003,DFA,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1003_DFA_ANG_XX.wav
1003_DFA_DIS_XX.wav,1003,DFA,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1003_DFA_DIS_XX.wav
1003_DFA_FEA_XX.wav,1003,DFA,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1003_DFA_FEA_XX.wav
1003_DFA_HAP_XX.wav,1003,DFA,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1003_DFA_HAP_XX.wav
1003_DFA_NEU_XX.wav,1003,DFA,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1003_DFA_NEU_XX.wav
1003_DFA_SAD_XX.wav,1003,DFA,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1003_DFA_SAD_XX.wav
1003_IEO_ANG_HI.wav,1003,IEO,ANG,Anger,HI,High,datasets/cremad/AudioWAV/1003_IEO_ANG_HI.wav
1003_IEO_ANG_LO.wav,1003,IEO,ANG,Anger,LO,Low,datasets/cremad/AudioWAV/1003_IEO_ANG_LO.wav
1003_IEO_ANG_MD.wav,1003,IEO,ANG,Anger,MD,Medium,datasets/cremad/AudioWAV/1003_IEO_ANG_MD.wav
1003_IEO_DIS_HI.wav,1003,IEO,DIS,Disgust,HI,High,datasets/cremad/AudioWAV/1003_IEO_DIS_HI.wav
1003_IEO_DIS_LO.wav,1003,IEO,DIS,Disgust,LO,Low,datasets/cremad/AudioWAV/1003_IEO_DIS_LO.wav
1003_IEO_DIS_MD.wav,1003,IEO,DIS,Disgust,MD,Medium,datasets/cremad/AudioWAV/1003_IEO_DIS_MD.wav
1003_IEO_FEA_HI.wav,1003,IEO,FEA,Fear,HI,High,datasets/cremad/AudioWAV/1003_IEO_FEA_HI.wav
1003_IEO_FEA_LO.wav,1003,IEO,FEA,Fear,LO,Low,datasets/cremad/AudioWAV/1003_IEO_FEA_LO.wav
1003_IEO_FEA_MD.wav,1003,IEO,FEA,Fear,MD,Medium,datasets/cremad/AudioWAV/1003_IEO_FEA_MD.wav
1003_IEO_HAP_HI.wav,1003,IEO,HAP,Happy,HI,High,datasets/cremad/AudioWAV/1003_IEO_HAP_HI.wav
1003_IEO_HAP_LO.wav,1003,IEO,HAP,Happy,LO,Low,datasets/cremad/AudioWAV/1003_IEO_HAP_LO.wav
1003_IEO_HAP_MD.wav,1003,IEO,HAP,Happy,MD,Medium,datasets/cremad/AudioWAV/1003_IEO_HAP_MD.wav
1003_IEO_NEU_XX.wav,1003,IEO,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1003_IEO_NEU_XX.wav
1003_IEO_SAD_HI.wav,1003,IEO,SAD,Sad,HI,High,datasets/cremad/AudioWAV/1003_IEO_SAD_HI.wav
1003_IEO_SAD_LO.wav,1003,IEO,SAD,Sad,LO,Low,datasets/cremad/AudioWAV/1003_IEO_SAD_LO.wav
1003_IEO_SAD_MD.wav,1003,IEO,SAD,Sad,MD,Medium,datasets/cremad/AudioWAV/1003_IEO_SAD_MD.wav
1003_IOM_ANG_XX.wav,1003,IOM,ANG,Anger,XX,Unspecified,datasets/cremad/AudioWAV/1003_IOM_ANG_XX.wav
1003_IOM_DIS_XX.wav,1003,IOM,DIS,Disgust,XX,Unspecified,datasets/cremad/AudioWAV/1003_IOM_DIS_XX.wav
1003_IOM_FEA_XX.wav,1003,IOM,FEA,Fear,XX,Unspecified,datasets/cremad/AudioWAV/1003_IOM_FEA_XX.wav
1003_IOM_HAP_XX.wav,1003,IOM,HAP,Happy,XX,Unspecified,datasets/cremad/AudioWAV/1003_IOM_HAP_XX.wav
1003_IOM_NEU_XX.wav,1003,IOM,NEU,Neutral,XX,Unspecified,datasets/cremad/AudioWAV/1003_IOM_NEU_XX.wav
1003_IOM_SAD_XX.wav,1003,IOM,SAD,Sad,XX,Unspecified,datasets/cremad/AudioWAV/1003_IOM_SAD_XX.wav
